Year,region,Medal,Medal Count
2002,Russia,Silver,4
2002,Slovenia,Bronze,1
2002,Slovenia,Gold,0
2002,Slovenia,Silver,0
2002,South Korea,Bronze,0
2002,South Korea,Gold,2
2002,South Korea,Silver,2
2002,Sweden,Bronze,5
2002,Sweden,Gold,0
2002,Sweden,Silver,2
2002,Switzerland,Bronze,6
2002,Switzerland,Gold,3
2002,Switzerland,Silver,2
2002,UK,Bronze,1
2002,UK,Gold,1
2002,UK,Silver,0
2002,USA,Bronze,11
2002,USA,Gold,10
2002,USA,Silver,13
2004,Argentina,Bronze,4
2004,Argentina,Gold,2
2004,Argentina,Silver,0
2004,Australia,Bronze,17
2004,Australia,Gold,17
2004,Australia,Silver,16
2004,Austria,Bronze,1
2004,Austria,Gold,2
2004,Austria,Silver,4
2004,Azerbaijan,Bronze,4
2004,Azerbaijan,Gold,1
2004,Azerbaijan,Silver,0
2004,Bahamas,Bronze,1
2004,Bahamas,Gold,1
2004,Bahamas,Silver,0
2004,Belarus,Bronze,6
2004,Belarus,Gold,2
2004,Belarus,Silver,5
2004,Belgium,Bronze,2
2004,Belgium,Gold,1
2004,Belgium,Silver,0
2004,Brazil,Bronze,3
2004,Brazil,Gold,5
2004,Brazil,Silver,2
2004,Bulgaria,Bronze,9
2004,Bulgaria,Gold,2
2004,Bulgaria,Silver,1
2004,Cameroon,Bronze,0
2004,Cameroon,Gold,1
2004,Cameroon,Silver,0
2004,Canada,Bronze,3
2004,Canada,Gold,3
2004,Canada,Silver,6
2004,Chile,Bronze,1
2004,Chile,Gold,2
2004,Chile,Silver,0
2004,China,Bronze,14
2004,China,Gold,32
2004,China,Silver,18
2004,Colombia,Bronze,2
2004,Colombia,Gold,0
2004,Colombia,Silver,0
2004,Croatia,Bronze,2
2004,Croatia,Gold,1
2004,Croatia,Silver,2
2004,Cuba,Bronze,11
2004,Cuba,Gold,9
2004,Cuba,Silver,7
2004,Czech Republic,Bronze,5
2004,Czech Republic,Gold,1
2004,Czech Republic,Silver,3
2004,Denmark,Bronze,5
2004,Denmark,Gold,2
2004,Denmark,Silver,1
2004,Dominican Republic,Bronze,0
2004,Dominican Republic,Gold,1
2004,Dominican Republic,Silver,0
2004,Egypt,Bronze,3
2004,Egypt,Gold,1
2004,Egypt,Silver,1
2004,Eritrea,Bronze,1
2004,Eritrea,Gold,0
2004,Eritrea,Silver,0
2004,Estonia,Bronze,2
2004,Estonia,Gold,0
2004,Estonia,Silver,1
2004,Ethiopia,Bronze,2
2004,Ethiopia,Gold,2
2004,Ethiopia,Silver,3
2004,Finland,Bronze,0
2004,Finland,Gold,0
2004,Finland,Silver,2
2004,France,Bronze,13
2004,France,Gold,11
2004,France,Silver,9
2004,Georgia,Bronze,0
2004,Georgia,Gold,2
2004,Georgia,Silver,2
2004,Germany,Bronze,20
2004,Germany,Gold,13
2004,Germany,Silver,16
2004,Greece,Bronze,4
2004,Greece,Gold,6
2004,Greece,Silver,6
2004,Hungary,Bronze,3
2004,Hungary,Gold,8
2004,Hungary,Silver,6
2004,India,Bronze,0
2004,India,Gold,0
2004,India,Silver,1
2004,Indonesia,Bronze,2
2004,Indonesia,Gold,1
2004,Indonesia,Silver,1
2004,Iran,Bronze,2
2004,Iran,Gold,2
2004,Iran,Silver,2
2004,Israel,Bronze,1
2004,Israel,Gold,1
2004,Israel,Silver,0
2004,Italy,Bronze,11
2004,Italy,Gold,10
2004,Italy,Silver,11
2004,Jamaica,Bronze,2
2004,Jamaica,Gold,2
2004,Jamaica,Silver,1
2004,Japan,Bronze,12
2004,Japan,Gold,16
2004,Japan,Silver,9
2004,Kazakhstan,Bronze,3
2004,Kazakhstan,Gold,1
2004,Kazakhstan,Silver,4
2004,Kenya,Bronze,2
2004,Kenya,Gold,1
2004,Kenya,Silver,4
2004,Latvia,Bronze,0
2004,Latvia,Gold,0
2004,Latvia,Silver,4
2004,Lithuania,Bronze,0
2004,Lithuania,Gold,1
2004,Lithuania,Silver,2
2004,Mexico,Bronze,1
2004,Mexico,Gold,0
2004,Mexico,Silver,3
2004,Mongolia,Bronze,1
2004,Mongolia,Gold,0
2004,Mongolia,Silver,0
2004,Morocco,Bronze,0
2004,Morocco,Gold,2
2004,Morocco,Silver,1
2004,Netherlands,Bronze,9
2004,Netherlands,Gold,4
2004,Netherlands,Silver,9
2004,New Zealand,Bronze,0
2004,New Zealand,Gold,3
2004,New Zealand,Silver,2
2004,Nigeria,Bronze,2
2004,Nigeria,Gold,0
2004,Nigeria,Silver,0
2004,North Korea,Bronze,1
2004,North Korea,Gold,0
2004,North Korea,Silver,4
2004,Norway,Bronze,1
2004,Norway,Gold,5
2004,Norway,Silver,0
2004,Paraguay,Bronze,0
2004,Paraguay,Gold,0
2004,Paraguay,Silver,1
2004,Poland,Bronze,5
2004,Poland,Gold,3
2004,Poland,Silver,2
2004,Portugal,Bronze,1
2004,Portugal,Gold,0
2004,Portugal,Silver,2
2004,Romania,Bronze,6
2004,Romania,Gold,8
2004,Romania,Silver,5
2004,Russia,Bronze,36
2004,Russia,Gold,28
2004,Russia,Silver,26
2004,Serbia,Bronze,0
2004,Serbia,Gold,0
2004,Serbia,Silver,2
2004,Slovakia,Bronze,2
2004,Slovakia,Gold,2
2004,Slovakia,Silver,2
2004,Slovenia,Bronze,3
2004,Slovenia,Gold,0
2004,Slovenia,Silver,1
2004,South Africa,Bronze,2
2004,South Africa,Gold,1
2004,South Africa,Silver,3
2004,South Korea,Bronze,9
2004,South Korea,Gold,9
2004,South Korea,Silver,12
2004,Spain,Bronze,6
2004,Spain,Gold,3
2004,Spain,Silver,11
2004,Sweden,Bronze,1
2004,Sweden,Gold,4
2004,Sweden,Silver,2
2004,Switzerland,Bronze,3
2004,Switzerland,Gold,1
2004,Switzerland,Silver,1
2004,Syria,Bronze,1
2004,Syria,Gold,0
2004,Syria,Silver,0
2004,Taiwan,Bronze,1
2004,Taiwan,Gold,2
2004,Taiwan,Silver,2
2004,Thailand,Bronze,4
2004,Thailand,Gold,3
2004,Thailand,Silver,1
2004,Trinidad,Bronze,1
2004,Trinidad,Gold,0
2004,Trinidad,Silver,0
2004,Turkey,Bronze,5
2004,Turkey,Gold,3
2004,Turkey,Silver,3
2004,UK,Bronze,12
2004,UK,Gold,9
2004,UK,Silver,9
2004,USA,Bronze,26
2004,USA,Gold,36
2004,USA,Silver,39
2004,Ukraine,Bronze,9
2004,Ukraine,Gold,8
2004,Ukraine,Silver,5
2004,United Arab Emirates,Bronze,0
2004,United Arab Emirates,Gold,1
2004,United Arab Emirates,Silver,0
2004,Uzbekistan,Bronze,2
2004,Uzbekistan,Gold,2
2004,Uzbekistan,Silver,1
2004,Venezuela,Bronze,2
2004,Venezuela,Gold,0
2004,Venezuela,Silver,0
2004,Zimbabwe,Bronze,1
2004,Zimbabwe,Gold,1
2004,Zimbabwe,Silver,1
2006,Australia,Bronze,1
2006,Australia,Gold,1
2006,Australia,Silver,0
2006,Austria,Bronze,7
2006,Austria,Gold,9
2006,Austria,Silver,7
2006,Belarus,Bronze,0
2006,Belarus,Gold,0
2006,Belarus,Silver,1
2006,Bulgaria,Bronze,0
2006,Bulgaria,Gold,0
2006,Bulgaria,Silver,1
2006,Canada,Bronze,7
2006,Canada,Gold,7
2006,Canada,Silver,10
2006,China,Bronze,5
2006,China,Gold,2
2006,China,Silver,4
2006,Croatia,Bronze,0
2006,Croatia,Gold,1
2006,Croatia,Silver,2
2006,Czech Republic,Bronze,1
2006,Czech Republic,Gold,1
2006,Czech Republic,Silver,2
2006,Estonia,Bronze,0
2006,Estonia,Gold,3
2006,Estonia,Silver,0
2006,Finland,Bronze,3
2006,Finland,Gold,0
2006,Finland,Silver,6
2006,France,Bronze,4
2006,France,Gold,3
2006,France,Silver,2
2006,Germany,Bronze,6
2006,Germany,Gold,11
2006,Germany,Silver,12
2006,Italy,Bronze,6
2006,Italy,Gold,5
2006,Italy,Silver,0
2006,Japan,Bronze,0
2006,Japan,Gold,1
2006,Japan,Silver,0
2006,Latvia,Bronze,1
2006,Latvia,Gold,0
2006,Latvia,Silver,0
2006,Netherlands,Bronze,4
2006,Netherlands,Gold,3
2006,Netherlands,Silver,2
2006,Norway,Bronze,9
2006,Norway,Gold,2
2006,Norway,Silver,8
2006,Poland,Bronze,1
2006,Poland,Gold,0
2006,Poland,Silver,1
2006,Russia,Bronze,8
2006,Russia,Gold,8
2006,Russia,Silver,6
2006,Slovakia,Bronze,0
2006,Slovakia,Gold,0
2006,Slovakia,Silver,1
2006,South Korea,Bronze,2
2006,South Korea,Gold,6
2006,South Korea,Silver,3
2006,Sweden,Bronze,5
2006,Sweden,Gold,7
2006,Sweden,Silver,2
2006,Switzerland,Bronze,5
2006,Switzerland,Gold,5
2006,Switzerland,Silver,4
2006,UK,Bronze,0
2006,UK,Gold,0
2006,UK,Silver,1
2006,USA,Bronze,7
2006,USA,Gold,9
2006,USA,Silver,9
2006,Ukraine,Bronze,2
2006,Ukraine,Gold,0
2006,Ukraine,Silver,0
2008,Afghanistan,Bronze,1
2008,Afghanistan,Gold,0
2008,Afghanistan,Silver,0
2008,Algeria,Bronze,1
2008,Algeria,Gold,0
2008,Algeria,Silver,1
2008,Argentina,Bronze,4
2008,Argentina,Gold,2
2008,Argentina,Silver,0
2008,Armenia,Bronze,6
2008,Armenia,Gold,0
2008,Armenia,Silver,0
2008,Australia,Bronze,17
2008,Australia,Gold,14
2008,Australia,Silver,15
2008,Austria,Bronze,2
2008,Austria,Gold,0
2008,Austria,Silver,1
2008,Azerbaijan,Bronze,4
2008,Azerbaijan,Gold,1
2008,Azerbaijan,Silver,2
2008,Bahamas,Bronze,1
2008,Bahamas,Gold,0
2008,Bahamas,Silver,1
2008,Belarus,Bronze,9
2008,Belarus,Gold,4
2008,Belarus,Silver,5
2008,Belgium,Bronze,0
2008,Belgium,Gold,1
2008,Belgium,Silver,1
2008,Brazil,Bronze,9
2008,Brazil,Gold,3
2008,Brazil,Silver,4
2008,Bulgaria,Bronze,3
2008,Bulgaria,Gold,1
2008,Bulgaria,Silver,1
2008,Cameroon,Bronze,0
2008,Cameroon,Gold,1
2008,Cameroon,Silver,0
2008,Canada,Bronze,7
2008,Canada,Gold,3
2008,Canada,Silver,9
2008,Chile,Bronze,0
2008,Chile,Gold,0
2008,Chile,Silver,1
2008,China,Bronze,28
2008,China,Gold,51
2008,China,Silver,21
2008,Colombia,Bronze,1
2008,Colombia,Gold,0
2008,Colombia,Silver,1
2008,Croatia,Bronze,3
2008,Croatia,Gold,0
2008,Croatia,Silver,2
2008,Cuba,Bronze,11
2008,Cuba,Gold,2
2008,Cuba,Silver,11
2008,Czech Republic,Bronze,0
2008,Czech Republic,Gold,3
2008,Czech Republic,Silver,3
2008,Denmark,Bronze,3
2008,Denmark,Gold,2
2008,Denmark,Silver,2
2008,Dominican Republic,Bronze,0
2008,Dominican Republic,Gold,1
2008,Dominican Republic,Silver,1
2008,Ecuador,Bronze,0
2008,Ecuador,Gold,0
2008,Ecuador,Silver,1
2008,Egypt,Bronze,1
2008,Egypt,Gold,0
2008,Egypt,Silver,0
2008,Estonia,Bronze,0
2008,Estonia,Gold,1
2008,Estonia,Silver,1
2008,Ethiopia,Bronze,2
2008,Ethiopia,Gold,4
2008,Ethiopia,Silver,1
2008,Finland,Bronze,2
2008,Finland,Gold,1
2008,Finland,Silver,1
2008,France,Bronze,18
2008,France,Gold,7
2008,France,Silver,16
2008,Georgia,Bronze,3
2008,Georgia,Gold,3
2008,Georgia,Silver,0
2008,Germany,Bronze,15
2008,Germany,Gold,16
2008,Germany,Silver,10
2008,Greece,Bronze,2
2008,Greece,Gold,0
2008,Greece,Silver,2
2008,Hungary,Bronze,2
2008,Hungary,Gold,3
2008,Hungary,Silver,5
2008,Iceland,Bronze,0
2008,Iceland,Gold,0
2008,Iceland,Silver,1
2008,India,Bronze,2
2008,India,Gold,1
2008,India,Silver,0
2008,Indonesia,Bronze,3
2008,Indonesia,Gold,1
2008,Indonesia,Silver,1
2008,Iran,Bronze,1
2008,Iran,Gold,1
2008,Iran,Silver,0
2008,Ireland,Bronze,2
2008,Ireland,Gold,0
2008,Ireland,Silver,1
2008,Israel,Bronze,1
2008,Israel,Gold,0
2008,Israel,Silver,0
2008,Italy,Bronze,10
2008,Italy,Gold,8
2008,Italy,Silver,9
2008,Jamaica,Bronze,2
2008,Jamaica,Gold,5
2008,Jamaica,Silver,2
2008,Japan,Bronze,9
2008,Japan,Gold,9
2008,Japan,Silver,7
2008,Kazakhstan,Bronze,7
2008,Kazakhstan,Gold,2
2008,Kazakhstan,Silver,4
2008,Kenya,Bronze,5
2008,Kenya,Gold,6
2008,Kenya,Silver,4
2008,Kyrgyzstan,Bronze,1
2008,Kyrgyzstan,Gold,0
2008,Kyrgyzstan,Silver,1
2008,Latvia,Bronze,1
2008,Latvia,Gold,1
2008,Latvia,Silver,1
2008,Lithuania,Bronze,3
2008,Lithuania,Gold,0
2008,Lithuania,Silver,2
2008,Malaysia,Bronze,0
2008,Malaysia,Gold,0
2008,Malaysia,Silver,1
2008,Mauritius,Bronze,1
2008,Mauritius,Gold,0
2008,Mauritius,Silver,0
2008,Mexico,Bronze,1
2008,Mexico,Gold,2
2008,Mexico,Silver,0
2008,Moldova,Bronze,1
2008,Moldova,Gold,0
2008,Moldova,Silver,0
2008,Mongolia,Bronze,0
2008,Mongolia,Gold,2
2008,Mongolia,Silver,2
2008,Morocco,Bronze,1
2008,Morocco,Gold,0
2008,Morocco,Silver,1
2008,Netherlands,Bronze,4
2008,Netherlands,Gold,7
2008,Netherlands,Silver,5
2008,New Zealand,Bronze,4
2008,New Zealand,Gold,3
2008,New Zealand,Silver,2
2008,Nigeria,Bronze,3
2008,Nigeria,Gold,0
2008,Nigeria,Silver,1
2008,North Korea,Bronze,3
2008,North Korea,Gold,2
2008,North Korea,Silver,1
2008,Norway,Bronze,1
2008,Norway,Gold,3
2008,Norway,Silver,5
2008,Panama,Bronze,0
2008,Panama,Gold,1
2008,Panama,Silver,0
2008,Poland,Bronze,1
2008,Poland,Gold,3
2008,Poland,Silver,6
2008,Portugal,Bronze,0
2008,Portugal,Gold,1
2008,Portugal,Silver,1
2008,Romania,Bronze,3
2008,Romania,Gold,4
2008,Romania,Silver,1
2008,Russia,Bronze,28
2008,Russia,Gold,23
2008,Russia,Silver,21
2008,Serbia,Bronze,2
2008,Serbia,Gold,0
2008,Serbia,Silver,1
2008,Slovakia,Bronze,1
2008,Slovakia,Gold,3
2008,Slovakia,Silver,2
2008,Slovenia,Bronze,2
2008,Slovenia,Gold,1
2008,Slovenia,Silver,2
2008,South Africa,Bronze,0
2008,South Africa,Gold,0
2008,South Africa,Silver,1
2008,South Korea,Bronze,8
2008,South Korea,Gold,13
2008,South Korea,Silver,10
2008,Spain,Bronze,3
2008,Spain,Gold,5
2008,Spain,Silver,10
2008,Sudan,Bronze,0
2008,Sudan,Gold,0
2008,Sudan,Silver,1
2008,Sweden,Bronze,1
2008,Sweden,Gold,0
2008,Sweden,Silver,4
2008,Switzerland,Bronze,4
2008,Switzerland,Gold,2
2008,Switzerland,Silver,1
2008,Taiwan,Bronze,4
2008,Taiwan,Gold,0
2008,Taiwan,Silver,0
2008,Tajikistan,Bronze,1
2008,Tajikistan,Gold,0
2008,Tajikistan,Silver,1
2008,Thailand,Bronze,0
2008,Thailand,Gold,2
2008,Thailand,Silver,2
2008,Togo,Bronze,1
2008,Togo,Gold,0
2008,Togo,Silver,0
2008,Trinidad,Bronze,0
2008,Trinidad,Gold,1
2008,Trinidad,Silver,1
2008,Tunisia,Bronze,0
2008,Tunisia,Gold,1
2008,Tunisia,Silver,0
2008,Turkey,Bronze,3
2008,Turkey,Gold,1
2008,Turkey,Silver,3
2008,UK,Bronze,16
2008,UK,Gold,19
2008,UK,Silver,13
2008,USA,Bronze,35
2008,USA,Gold,36
2008,USA,Silver,39
2008,Ukraine,Bronze,15
2008,Ukraine,Gold,7
2008,Ukraine,Silver,5
2008,Uzbekistan,Bronze,3
2008,Uzbekistan,Gold,1
2008,Uzbekistan,Silver,2
2008,Venezuela,Bronze,1
2008,Venezuela,Gold,0
2008,Venezuela,Silver,0
2008,Vietnam,Bronze,0
2008,Vietnam,Gold,0
2008,Vietnam,Silver,1
2008,Zimbabwe,Bronze,0
2008,Zimbabwe,Gold,1
2008,Zimbabwe,Silver,3
2010,Australia,Bronze,0
2010,Australia,Gold,2
2010,Australia,Silver,1
2010,Austria,Bronze,6
2010,Austria,Gold,4
2010,Austria,Silver,6
2010,Belarus,Bronze,1
2010,Belarus,Gold,1
2010,Belarus,Silver,1
2010,Canada,Bronze,5
2010,Canada,Gold,14
2010,Canada,Silver,7
2010,China,Bronze,4
2010,China,Gold,5
2010,China,Silver,2
2010,Croatia,Bronze,1
2010,Croatia,Gold,0
2010,Croatia,Silver,2
2010,Czech Republic,Bronze,4
2010,Czech Republic,Gold,2
2010,Czech Republic,Silver,0
2010,Estonia,Bronze,0
2010,Estonia,Gold,0
2010,Estonia,Silver,1
2010,Finland,Bronze,4
2010,Finland,Gold,0
2010,Finland,Silver,1
2010,France,Bronze,6
2010,France,Gold,2
2010,France,Silver,3
2010,Germany,Bronze,7
2010,Germany,Gold,10
2010,Germany,Silver,13
2010,Italy,Bronze,3
2010,Italy,Gold,1
2010,Italy,Silver,1
2010,Japan,Bronze,2
2010,Japan,Gold,0
2010,Japan,Silver,3
2010,Kazakhstan,Bronze,0
2010,Kazakhstan,Gold,0
2010,Kazakhstan,Silver,1
2010,Latvia,Bronze,0
2010,Latvia,Gold,0
2010,Latvia,Silver,2
2010,Netherlands,Bronze,3
2010,Netherlands,Gold,4
2010,Netherlands,Silver,1
2010,Norway,Bronze,6
2010,Norway,Gold,9
2010,Norway,Silver,8
2010,Poland,Bronze,2
2010,Poland,Gold,1
2010,Poland,Silver,3
2010,Russia,Bronze,7
2010,Russia,Gold,3
2010,Russia,Silver,5
2010,Slovakia,Bronze,1
2010,Slovakia,Gold,1
2010,Slovakia,Silver,1
2010,Slovenia,Bronze,1
2010,Slovenia,Gold,0
2010,Slovenia,Silver,2
2010,South Korea,Bronze,2
2010,South Korea,Gold,6
2010,South Korea,Silver,6
2010,Sweden,Bronze,4
2010,Sweden,Gold,5
2010,Sweden,Silver,2
2010,Switzerland,Bronze,3
2010,Switzerland,Gold,6
2010,Switzerland,Silver,0
2010,UK,Bronze,0
2010,UK,Gold,1
2010,UK,Silver,0
2010,USA,Bronze,13
2010,USA,Gold,9
2010,USA,Silver,15
2012,Afghanistan,Bronze,1
2012,Afghanistan,Gold,0
2012,Afghanistan,Silver,0
2012,Algeria,Bronze,0
2012,Algeria,Gold,1
2012,Algeria,Silver,0
2012,Argentina,Bronze,2
2012,Argentina,Gold,1
2012,Argentina,Silver,1
2012,Armenia,Bronze,2
2012,Armenia,Gold,0
2012,Armenia,Silver,1
2012,Australia,Bronze,12
2012,Australia,Gold,7
2012,Australia,Silver,16
2012,Azerbaijan,Bronze,6
2012,Azerbaijan,Gold,2
2012,Azerbaijan,Silver,2
2012,Bahamas,Bronze,0
2012,Bahamas,Gold,1
2012,Bahamas,Silver,0
2012,Bahrain,Bronze,1
2012,Bahrain,Gold,0
2012,Bahrain,Silver,0
2012,Belarus,Bronze,5
2012,Belarus,Gold,2
2012,Belarus,Silver,5
2012,Belgium,Bronze,2
2012,Belgium,Gold,0
2012,Belgium,Silver,1
2012,Botswana,Bronze,0
2012,Botswana,Gold,0
2012,Botswana,Silver,1
2012,Brazil,Bronze,9
2012,Brazil,Gold,3
2012,Brazil,Silver,5
2012,Bulgaria,Bronze,1
2012,Bulgaria,Gold,0
2012,Bulgaria,Silver,1
2012,Canada,Bronze,12
2012,Canada,Gold,1
2012,Canada,Silver,5
2012,China,Bronze,24
2012,China,Gold,38
2012,China,Silver,27
2012,Colombia,Bronze,4
2012,Colombia,Gold,1
2012,Colombia,Silver,3
2012,Croatia,Bronze,2
2012,Croatia,Gold,3
2012,Croatia,Silver,1
2012,Cuba,Bronze,6
2012,Cuba,Gold,5
2012,Cuba,Silver,3
2012,Cyprus,Bronze,0
2012,Cyprus,Gold,0
2012,Cyprus,Silver,1
2012,Czech Republic,Bronze,3
2012,Czech Republic,Gold,4
2012,Czech Republic,Silver,3
2012,Denmark,Bronze,3
2012,Denmark,Gold,2
2012,Denmark,Silver,4
2012,Dominican Republic,Bronze,0
2012,Dominican Republic,Gold,1
2012,Dominican Republic,Silver,1
2012,Egypt,Bronze,0
2012,Egypt,Gold,0
2012,Egypt,Silver,2
2012,Estonia,Bronze,1
2012,Estonia,Gold,0
2012,Estonia,Silver,1
2012,Ethiopia,Bronze,3
2012,Ethiopia,Gold,3
2012,Ethiopia,Silver,1
2012,Finland,Bronze,2
2012,Finland,Gold,0
2012,Finland,Silver,1
2012,France,Bronze,13
2012,France,Gold,11
2012,France,Silver,11
2012,Gabon,Bronze,0
2012,Gabon,Gold,0
2012,Gabon,Silver,1
2012,Georgia,Bronze,3
2012,Georgia,Gold,1
2012,Georgia,Silver,3
2012,Germany,Bronze,14
2012,Germany,Gold,11
2012,Germany,Silver,19
2012,Greece,Bronze,2
2012,Greece,Gold,0
2012,Greece,Silver,0
2012,Grenada,Bronze,0
2012,Grenada,Gold,1
2012,Grenada,Silver,0
2012,Guatemala,Bronze,0
2012,Guatemala,Gold,0
2012,Guatemala,Silver,1
2012,Hungary,Bronze,6
2012,Hungary,Gold,8
2012,Hungary,Silver,4
2012,India,Bronze,4
2012,India,Gold,0
2012,India,Silver,2
2012,Indonesia,Bronze,1
2012,Indonesia,Gold,0
2012,Indonesia,Silver,1
2012,Iran,Bronze,3
2012,Iran,Gold,4
2012,Iran,Silver,5
2012,Ireland,Bronze,3
2012,Ireland,Gold,1
2012,Ireland,Silver,1
2012,Italy,Bronze,11
2012,Italy,Gold,8
2012,Italy,Silver,9
2012,Jamaica,Bronze,4
2012,Jamaica,Gold,4
2012,Jamaica,Silver,4
2012,Japan,Bronze,17
2012,Japan,Gold,7
2012,Japan,Silver,14
2012,Kazakhstan,Bronze,5
2012,Kazakhstan,Gold,7
2012,Kazakhstan,Silver,1
2012,Kenya,Bronze,5
2012,Kenya,Gold,2
2012,Kenya,Silver,4
2012,Kuwait,Bronze,1
2012,Kuwait,Gold,0
2012,Kuwait,Silver,0
2012,Latvia,Bronze,1
2012,Latvia,Gold,1
2012,Latvia,Silver,0
2012,Lithuania,Bronze,2
2012,Lithuania,Gold,2
2012,Lithuania,Silver,1
2012,Malaysia,Bronze,1
2012,Malaysia,Gold,0
2012,Malaysia,Silver,1
2012,Mexico,Bronze,3
2012,Mexico,Gold,1
2012,Mexico,Silver,3
2012,Moldova,Bronze,2
2012,Moldova,Gold,0
2012,Moldova,Silver,0
2012,Mongolia,Bronze,3
2012,Mongolia,Gold,0
2012,Mongolia,Silver,2
2012,Montenegro,Bronze,0
2012,Montenegro,Gold,0
2012,Montenegro,Silver,1
2012,Morocco,Bronze,1
2012,Morocco,Gold,0
2012,Morocco,Silver,0
2012,Netherlands,Bronze,8
2012,Netherlands,Gold,6
2012,Netherlands,Silver,6
2012,New Zealand,Bronze,5
2012,New Zealand,Gold,6
2012,New Zealand,Silver,2
2012,North Korea,Bronze,2
2012,North Korea,Gold,4
2012,North Korea,Silver,0
2012,Norway,Bronze,1
2012,Norway,Gold,2
2012,Norway,Silver,1
2012,Poland,Bronze,6
2012,Poland,Gold,2
2012,Poland,Silver,2
2012,Portugal,Bronze,0
2012,Portugal,Gold,0
2012,Portugal,Silver,1
2012,Puerto Rico,Bronze,1
2012,Puerto Rico,Gold,0
2012,Puerto Rico,Silver,1
2012,Qatar,Bronze,2
2012,Qatar,Gold,0
2012,Qatar,Silver,0
2012,Romania,Bronze,2
2012,Romania,Gold,2
2012,Romania,Silver,5
2012,Russia,Bronze,32
2012,Russia,Gold,24
2012,Russia,Silver,26
2012,Saudi Arabia,Bronze,1
2012,Saudi Arabia,Gold,0
2012,Saudi Arabia,Silver,0
2012,Serbia,Bronze,2
2012,Serbia,Gold,1
2012,Serbia,Silver,1
2012,Slovakia,Bronze,3
2012,Slovakia,Gold,0
2012,Slovakia,Silver,1
2012,Slovenia,Bronze,2
2012,Slovenia,Gold,1
2012,Slovenia,Silver,1
2012,South Africa,Bronze,1
2012,South Africa,Gold,3
2012,South Africa,Silver,2
2012,South Korea,Bronze,7
2012,South Korea,Gold,13
2012,South Korea,Silver,8
2012,Spain,Bronze,4
2012,Spain,Gold,3
2012,Spain,Silver,10
2012,Sweden,Bronze,3
2012,Sweden,Gold,1
2012,Sweden,Silver,4
2012,Switzerland,Bronze,0
2012,Switzerland,Gold,2
2012,Switzerland,Silver,2
2012,Taiwan,Bronze,1
2012,Taiwan,Gold,0
2012,Taiwan,Silver,1
2012,Tajikistan,Bronze,1
2012,Tajikistan,Gold,0
2012,Tajikistan,Silver,0
2012,Thailand,Bronze,1
2012,Thailand,Gold,0
2012,Thailand,Silver,2
2012,Trinidad,Bronze,2
2012,Trinidad,Gold,1
2012,Trinidad,Silver,1
2012,Tunisia,Bronze,1
2012,Tunisia,Gold,1
2012,Tunisia,Silver,1
2012,Turkey,Bronze,1
2012,Turkey,Gold,2
2012,Turkey,Silver,2
2012,UK,Bronze,19
2012,UK,Gold,29
2012,UK,Silver,17
2012,USA,Bronze,29
2012,USA,Gold,46
2012,USA,Silver,28
2012,Uganda,Bronze,0
2012,Uganda,Gold,1
2012,Uganda,Silver,0
2012,Ukraine,Bronze,9
2012,Ukraine,Gold,6
2012,Ukraine,Silver,5
2012,Uzbekistan,Bronze,2
2012,Uzbekistan,Gold,1
2012,Uzbekistan,Silver,0
2012,Venezuela,Bronze,0
2012,Venezuela,Gold,1
2012,Venezuela,Silver,0
2014,Australia,Bronze,1
2014,Australia,Gold,0
2014,Australia,Silver,2
2014,Austria,Bronze,5
2014,Austria,Gold,4
2014,Austria,Silver,8
2014,Belarus,Bronze,1
2014,Belarus,Gold,5
2014,Belarus,Silver,0
2014,Canada,Bronze,5
2014,Canada,Gold,10
2014,Canada,Silver,10
2014,China,Bronze,2
2014,China,Gold,3
2014,China,Silver,4
2014,Croatia,Bronze,0
2014,Croatia,Gold,0
2014,Croatia,Silver,1
2014,Czech Republic,Bronze,2
2014,Czech Republic,Gold,2
2014,Czech Republic,Silver,4
2014,Finland,Bronze,1
2014,Finland,Gold,1
2014,Finland,Silver,3
2014,France,Bronze,7
2014,France,Gold,4
2014,France,Silver,4
2014,Germany,Bronze,5
2014,Germany,Gold,8
2014,Germany,Silver,6
2014,Italy,Bronze,6
2014,Italy,Gold,0
2014,Italy,Silver,2
2014,Japan,Bronze,3
2014,Japan,Gold,1
2014,Japan,Silver,4
2014,Kazakhstan,Bronze,1
2014,Kazakhstan,Gold,0
2014,Kazakhstan,Silver,0
2014,Latvia,Bronze,2
2014,Latvia,Gold,0
2014,Latvia,Silver,2
2014,Netherlands,Bronze,9
2014,Netherlands,Gold,8
2014,Netherlands,Silver,7
2014,Norway,Bronze,10
2014,Norway,Gold,11
2014,Norway,Silver,5
2014,Poland,Bronze,1
2014,Poland,Gold,4
2014,Poland,Silver,1
2014,Russia,Bronze,9
2014,Russia,Gold,13
2014,Russia,Silver,11
2014,Slovakia,Bronze,0
2014,Slovakia,Gold,1
2014,Slovakia,Silver,0
2014,Slovenia,Bronze,4
2014,Slovenia,Gold,2
2014,Slovenia,Silver,2
2014,South Korea,Bronze,2
2014,South Korea,Gold,3
2014,South Korea,Silver,3
2014,Sweden,Bronze,6
2014,Sweden,Gold,2
2014,Sweden,Silver,7
2014,Switzerland,Bronze,2
2014,Switzerland,Gold,6
2014,Switzerland,Silver,3
2014,UK,Bronze,2
2014,UK,Gold,1
2014,UK,Silver,1
2014,USA,Bronze,12
